nome,cpf,idade,data,endereco,estado
Caleb Nascimento,296.814.035-33,59,1964-10-27,"viela mendes, 64
monte azul
71213-752 da cunha dos dourados / ma",RIO DE JANEIRO
Yasmin Moreira,073.146.298-03,21,2003-05-01,"aeroporto de andrade, 465
santa rosa
65986-134 peixoto da serra / ro",AMAZONAS
Nathan Pimenta,890.325.176-86,33,1991-02-16,"travessa costela, 142
vila esplanada
79447-322 ribeiro / am",SERGIPE
Dr. Ravi Lucca Da Mata,540.183.962-60,54,1970-08-07,"lago de das neves, 319
são francisco
27498-795 rocha da mata / am",RORAIMA
Alana Rocha,487.965.023-47,44,1979-10-20,"residencial câmara, 31
são geraldo
34205-947 moreira / rs",AMAPÁ
Sra. Evelyn Câmara,905.317.842-23,39,1984-08-26,"condomínio de sales, 72
vila nossa senhora do rosário
10955-691 melo / pb",SÃO PAULO
Laura Brito,482.015.936-42,39,1985-07-07,"estação de azevedo, 85
santa lúcia
83617-082 camargo / pa",RIO GRANDE DO NORTE
Samuel Nogueira,519.734.608-66,41,1983-01-26,"praça fonseca, 119
olhos d'água
56813-134 fernandes / to",SERGIPE
Yuri Barros,301.964.572-70,28,1995-11-04,"alameda de santos, 421
araguaia
70688-229 borges de cardoso / to",AMAPÁ
Stella Siqueira,430.581.269-05,34,1990-04-27,"viela carvalho, 3
vila nova paraíso
14123-125 vieira de abreu / ac",PARANÁ
Dr. Davi Luiz Montenegro,568.291.307-86,50,1974-02-19,"viaduto ravy nascimento, 91
vitoria
05206798 ferreira da praia / df",MARANHÃO
Dr. Dante Abreu,498.762.501-67,59,1965-08-06,"lagoa de da rocha, 41
dona clara
09137973 cardoso / ms",MATO GROSSO DO SUL
Luiz Felipe Aragão,968.321.754-00,48,1976-07-25,"pátio de cardoso, 790
camargos
92027331 moreira / df",ACRE
Lunna Alves,796.203.418-13,27,1996-12-01,"residencial brenda pereira, 369
estrela
19943-026 barros de nascimento / pb",PERNAMBUCO
Bárbara Da Rocha,086.731.524-53,24,2000-03-15,"chácara beatriz sá, 92
vitoria
33467981 sá / go",MINAS GERAIS
Vitória Mendes,689.107.345-66,52,1971-09-02,"campo henry nunes
vila jardim alvorada
62025-666 monteiro do galho / df",RIO DE JANEIRO
Sra. Fernanda Machado,795.340.128-23,51,1973-01-11,"morro luiz otávio ribeiro, 52
xodo-marize
29004899 gomes paulista / ro",RIO DE JANEIRO
Srta. Clarice Câmara,752.861.403-35,57,1966-12-06,"lago laís camargo, 7
santa cecilia
06389-146 da mata / rn",PERNAMBUCO
Paulo Vieira,835.216.947-55,48,1976-04-20,"alameda rodrigues, 855
novo das industrias
49459-211 melo / al",PERNAMBUCO
Dr. Luiz Otávio Sá,765.298.043-74,27,1997-08-02,"morro de carvalho, 82
santa terezinha
32669630 sampaio / pr",PARAÍBA
Asafe Ferreira,927.145.306-99,23,2000-12-27,"praça sales, 38
grotinha
10418-418 monteiro / ac",ACRE
Sr. Leonardo Melo,780.562.394-56,30,1993-08-22,"vereda rezende, 35
vila nova dos milionarios
48452-677 barbosa alegre / pr",MARANHÃO
Thiago Martins,395.240.786-00,28,1996-01-24,"morro guerra, 17
santa rita de cássia
18449428 pastor da mata / se",PERNAMBUCO
Anthony Borges,623.810.495-33,18,2006-07-17,"aeroporto de fonseca, 89
vila olhos d'água
25034-369 nogueira do sul / al",ESPÍRITO SANTO
Sabrina Azevedo,543.802.769-29,39,1984-08-21,"setor de oliveira, 96
jardim dos comerciarios
86688551 ribeiro / rn",PARANÁ
Yuri Cunha,635.908.421-05,33,1991-03-10,"loteamento de da paz, 825
varzea da palma
73433-584 gonçalves da prata / df",AMAPÁ
Maria Liz Lopes,674.189.205-20,35,1989-06-05,"avenida murilo cardoso, 63
são paulo
46650-946 nunes do campo / mg",GOIÁS
Sr. Enrico Abreu,568.417.309-84,40,1984-07-05,"condomínio de moreira, 7
buraco quente
57539358 ferreira paulista / ba",RONDÔNIA
Srta. Maitê Ferreira,163.052.749-16,50,1974-01-06,"estação rocha, 14
aarão reis
38289-547 gomes de leão / pb",RIO DE JANEIRO
Laís Da Cunha,157.934.862-91,44,1979-08-17,"colônia de alves, 9
cidade jardim
96130-096 pimenta / to",SANTA CATARINA
Aylla Siqueira,342.650.817-62,49,1975-04-01,"favela de santos
alpes
81966075 nunes alegre / pi",AMAZONAS
Marcela Oliveira,891.743.205-05,59,1964-11-30,"trevo camargo, 385
guarani
58088588 nascimento alegre / mg",RIO GRANDE DO SUL
Luna Da Paz,372.468.501-71,48,1975-10-09,"favela joão guilherme almeida, 63
vila maloca
57634-071 nascimento / ap",RIO GRANDE DO SUL
Hadassa Fonseca,785.192.634-37,37,1986-11-26,"morro de pereira, 99
vila nova dos milionarios
79987662 moraes / ro",MATO GROSSO DO SUL
Dr. Davi Lucca Ribeiro,041.968.253-89,58,1965-09-17,"vila de vargas, 75
marieta 3ª seção
91409108 castro grande / ac",ACRE
Melissa Fernandes,509.836.721-21,47,1976-11-20,"travessa ryan lima, 77
xangri-lá
06884-180 monteiro do sul / ce",ESPÍRITO SANTO
Emanuella Casa Grande,371.259.084-97,23,2000-09-08,Endereço não informado,Desconhecido
Dra. Giovanna Casa Grande,917.582.436-19,53,1971-01-29,"morro eloá marques, 42
vitoria
60136-968 monteiro / ce",ACRE
Ravi Casa Grande,741.528.693-64,53,1971-01-31,"feira rodrigues, 887
candelaria
36496656 pacheco do sul / ma",AMAZONAS
Srta. Olívia Guerra,024.731.986-40,54,1970-01-25,"trevo de silveira, 19
ventosa
60842-508 leão de da cruz / go",PARANÁ
Sara Melo,632.701.549-25,60,1964-04-27,"praça benjamin moraes, 510
petropolis
61851-388 pinto da serra / go",ESPÍRITO SANTO
Marcos Vinicius Barros,954.187.206-94,50,1974-01-13,"vereda oliveira, 631
vila tirol
84812493 novaes do galho / df",DISTRITO FEDERAL
Fernanda Garcia,968.574.302-92,51,1973-05-20,"morro heloísa silveira, 3
granja de freitas
87250-312 siqueira / pr",PARÁ
Dra. Lavínia Leão,287.504.639-00,50,1974-01-08,"esplanada vasconcelos, 62
miramar
28228890 sampaio da praia / mt",ACRE
Gael Henrique Da Luz,783.156.402-08,41,1983-01-31,"conjunto danilo aparecida, 46
vila maria
69217-704 ramos / al",ESPÍRITO SANTO
Lorena Campos,041.687.925-01,40,1983-09-10,"sítio maria da luz, 16
mirante
88423-427 da conceição / ac",PARANÁ
Paulo Mendes,516.043.972-25,56,1967-12-24,"ladeira silva, 87
santa tereza
35828068 cirino da serra / al",RIO DE JANEIRO
Giovanna Novais,467.209.381-69,55,1968-10-16,"trecho maysa câmara, 589
vila mantiqueira
40258-651 gomes de monteiro / rj",MINAS GERAIS
Antonella Fogaça,645.983.270-65,51,1972-09-23,"travessa da cunha, 338
vila inestan
48009072 moura das pedras / rs",ACRE
Mateus Melo,583.942.167-73,21,2003-05-11,"ladeira giovanna garcia, 5
calafate
66380-001 dias / to",RONDÔNIA
Pedro Da Cunha,594.270.316-70,58,1965-10-21,"residencial de rios, 70
vila são francisco
08040513 barros / sc",GOIÁS
Liz Moraes,371.624.890-87,45,1978-11-01,"morro josé miguel albuquerque, 91
mariano de abreu
53017-213 silveira / mt",PERNAMBUCO
Ana Lívia Da Rocha,542.913.760-06,33,1991-05-06,"estrada da rosa, 18
eymard
84787794 câmara / sp",SANTA CATARINA
Davi Lucas Teixeira,409.583.172-32,43,1981-01-05,"esplanada de vargas, 4
nova cintra
69097967 da paz da mata / rs",RIO GRANDE DO SUL
Brenda Da Costa,927.854.016-11,34,1989-11-17,"praia de santos
pindorama
21778-582 alves da serra / go",PARAÍBA
Dr. Francisco Moreira,045.182.679-58,42,1981-10-04,"setor de sá, 98
são paulo
40435692 cardoso de moreira / ba",ACRE
Srta. Juliana Guerra,987.602.135-40,43,1981-03-29,"jardim de da mata, 9
vila da ária
09989-050 cunha do norte / pr",AMAPÁ
Maria Helena Santos,472.063.815-53,38,1985-09-20,"condomínio de campos, 28
saudade
57417157 viana / ce",MINAS GERAIS
Agatha Ribeiro,461.970.235-80,36,1988-01-17,"campo maya melo
nova cachoeirinha
74355-909 rocha / rs",AMAPÁ
Erick Da Conceição,809.761.524-01,55,1969-01-17,"residencial enrico albuquerque, 82
céu azul
96030-893 alves / rj",SANTA CATARINA
Sr. Alexandre Marques,157.830.694-93,41,1982-10-19,"condomínio maria alice nunes
bacurau
85542-363 castro da serra / al",MINAS GERAIS
Srta. Elisa Guerra,749.052.136-06,48,1976-01-26,"praça rebeca almeida, 8
santa cruz
25027373 pastor / df",DISTRITO FEDERAL
Mariane Fernandes,924.753.816-55,30,1993-09-20,"lago eduardo da rocha
vila paris
40322197 pereira alegre / al",ESPÍRITO SANTO
Bella Barros,781.452.036-35,33,1991-05-30,"quadra de costela, 184
boa união 1ª seção
84367106 casa grande / ba",ESPÍRITO SANTO
Daniel Moraes,254.160.987-67,37,1987-06-19,"distrito sampaio, 32
nossa senhora da aparecida
11447-718 almeida / pb",SANTA CATARINA
Dr. Oliver Sales,370.812.456-17,23,2000-09-13,"loteamento de casa grande, 88
jardinópolis
83353940 oliveira da mata / pa",PARAÍBA
Benjamim Moura,017.592.364-70,46,1978-04-13,"vereda barbosa, 53
vila minaslandia
67127-212 cardoso / am",CEARÁ
Luiz Otávio Pastor,854.672.019-30,51,1973-05-22,"trevo carvalho, 49
horto
62540778 peixoto / ce",PARAÍBA
Agatha Guerra,357.490.216-61,31,1992-09-29,"loteamento de da conceição, 283
barão homem de melo 3ª seção
05991-881 costela paulista / rn",ACRE
Júlia Rocha,409.813.267-22,39,1985-05-12,"trecho de leão, 85
buritis
24612-082 fonseca / pr",PERNAMBUCO
Lucas Caldeira,348.620.975-29,57,1966-10-13,"estrada benício vargas, 4
olaria
55538281 martins do norte / rj",RORAIMA
Dra. Pietra Rezende,089.312.546-60,52,1972-06-27,"pátio maria clara casa grande
vila santo antônio barroquinha
63461-843 da conceição dos dourados / ms",AMAPÁ
Nicole Porto,165.784.290-85,21,2002-11-18,"loteamento viana, 6
vila minaslandia
69924-567 costa do galho / go",CEARÁ
Mariah Rodrigues,936.805.271-95,25,1999-01-05,"praia da mota
vila jardim alvorada
13829322 carvalho / ba",AMAPÁ
Liam Da Mota,316.087.245-90,45,1978-09-29,"vale thiago da paz, 17
vila são rafael
70692-163 da rocha de da rocha / pa",SERGIPE
Erick Sá,049.512.738-88,41,1983-06-17,"travessa luísa silveira, 41
vila madre gertrudes 3ª seção
54575216 pimenta alegre / pe",AMAPÁ
Cecília Albuquerque,143.726.509-06,34,1990-03-06,"quadra ana sophia cardoso, 70
vila nova cachoeirinha 2ª seção
74351994 moreira / mg",RORAIMA
Lorenzo Pacheco,671.243.598-64,40,1983-10-03,"pátio maria fernanda moreira, 71
floresta
41705-299 casa grande / es",BAHIA
Olivia Moura,319.642.580-06,52,1971-10-30,"parque alexia melo, 22
são tomaz
16268-940 da cunha das pedras / pr",AMAZONAS
Aurora Nunes,327.468.095-83,45,1979-03-20,"área gabriel carvalho
santa efigênia
71252-914 machado / sc",PARÁ
Maya Vargas,037.461.528-44,49,1975-02-16,"esplanada agatha da mata
conjunto jardim filadélfia
75941-456 alves de aragão / rr",MINAS GERAIS
Brenda Monteiro,693.528.017-68,37,1987-04-07,"núcleo de mendonça, 48
piratininga
07482832 da mata da prata / al",PARANÁ
José Pedro Silva,249.508.763-92,44,1980-07-09,"alameda lima
esplanada
94025-431 melo do amparo / rj",SERGIPE
Sr. Benjamim Santos,369.820.574-29,29,1994-08-20,"trecho de carvalho, 12
maria virgínia
82715-458 albuquerque / es",ACRE
Dra. Clara Aparecida,948.560.317-75,45,1978-10-06,"rodovia carvalho, 25
vila suzana primeira seção
56900-052 da rosa / am",RONDÔNIA
Sr. Leandro Dias,479.368.215-46,22,2001-10-06,"recanto antony lopes
santa inês
58119045 macedo do amparo / go",BAHIA
Yasmin Sales,459.072.681-58,30,1994-01-13,"feira carvalho, 18
pilar
98357578 castro de siqueira / pr",MARANHÃO
Murilo Lopes,601.492.573-25,53,1970-10-26,"setor de farias, 3
vila copacabana
39941723 pereira de cirino / pi",RORAIMA
Kamilly Caldeira,507.629.831-59,52,1971-11-21,"condomínio isabel da cruz, 6
conjunto paulo vi
63001-378 costela grande / ce",RIO GRANDE DO SUL
Sra. Aurora Sá,738.560.941-48,29,1995-01-12,"vila de cassiano, 39
vila atila de paiva
53140231 marques / rn",PIAUÍ
João Miguel Cunha,401.527.869-02,45,1978-12-29,"vale azevedo
vale do jatoba
75058653 sá da prata / pi",PARÁ
João Guilherme Marques,216.450.873-44,34,1990-06-17,"chácara lunna pereira, 52
alto das antenas
95341779 ribeiro alegre / pb",CEARÁ
Ana Pastor,812.057.963-12,47,1977-06-22,"via machado, 15
santa margarida
40601-925 cavalcante / to",PARAÍBA
Luiz Felipe Fonseca,783.124.956-73,49,1974-11-05,"parque cavalcanti, 55
custodinha
65605-609 caldeira dos dourados / pb",AMAZONAS
Maria Vargas,723.861.904-04,50,1973-09-17,"recanto de da costa, 6
nazare
12666093 vieira / mg",RIO GRANDE DO SUL
Calebe Guerra,847.012.369-69,28,1996-08-14,"quadra sousa, 22
vila paquetá
98033-352 castro / es",BAHIA
Stephany Rezende,684.971.532-19,32,1992-03-14,"campo barbosa, 638
vila da amizade
95435630 marques das pedras / ma",GOIÁS
Dom Pacheco,125.637.890-95,34,1989-10-24,"morro monteiro, 13
monte azul
90056934 ribeiro / ba",ACRE
Daniela Sales,679.302.815-40,53,1971-03-08,"fazenda de fogaça
vila suzana segunda seção
39110-657 peixoto / ms",RIO DE JANEIRO
Dra. Maria Isis Duarte,419.287.360-50,42,1981-09-28,"via de da costa, 90
vila paquetá
17965-499 brito / es",PARANÁ
Apollo Pereira,246.307.958-47,60,1963-12-08,"loteamento nogueira, 59
brasil industrial
78228474 moraes de carvalho / ro",SÃO PAULO
Caio Pastor,041.762.539-16,30,1994-01-24,"passarela da conceição, 16
jatobá
97750-259 ribeiro dos dourados / ap",DISTRITO FEDERAL
Lara Das Neves,985.407.231-23,51,1972-10-11,"lagoa de pastor, 90
guaratã
83859731 almeida das pedras / df",RORAIMA
Juan Nascimento,431.857.602-71,33,1991-06-10,"via aragão
vila tirol
83257051 sampaio / al",RONDÔNIA
Maria Helena Andrade,951.726.048-20,36,1988-01-04,"trevo de novaes, 44
esplanada
07195-536 pinto verde / es",ACRE
Benjamim Pastor,046.832.159-42,31,1993-05-31,"praia eloah machado, 147
ribeiro de abreu
57107-064 novaes grande / pa",RIO DE JANEIRO
Noah Sá,714.836.025-08,58,1966-05-09,"estação das neves, 89
pantanal
45054578 casa grande da praia / pa",SANTA CATARINA
Sr. Dom Farias,381.695.027-21,53,1971-06-02,Endereço não informado,Desconhecido
Brayan Cirino,672.190.853-03,57,1967-08-09,"rodovia castro, 398
ipiranga
67381-766 moura / ba",PARÁ
João Vitor Da Cunha,392.718.650-30,38,1985-12-21,"trecho teixeira, 4
santa rita
32642-909 lima grande / rj",RIO DE JANEIRO
Sr. Paulo Silveira,980.346.125-70,36,1988-07-30,"morro anthony gabriel da rosa, 44
coração de jesus
51764-461 da luz do oeste / rn",DISTRITO FEDERAL
Thales Camargo,654.731.920-25,22,2001-11-25,"rua de viana, 23
conjunto jardim filadélfia
76285396 moreira do amparo / ms",MATO GROSSO DO SUL
Sr. Vitor Gabriel Dias,920.486.517-20,39,1984-10-05,"travessa siqueira, 95
vista do sol
97157786 lopes da prata / pr",PERNAMBUCO
Caleb Brito,015.348.672-44,30,1993-11-20,"área davi lucas novaes, 39
granja de freitas
37021-702 peixoto / ba",BAHIA
Srta. Maria Alice Da Mota,651.078.293-68,35,1988-10-05,"pátio pedro lucas lima, 306
conjunto califórnia ii
54420177 da rosa do amparo / pa",ALAGOAS
Noah Cavalcante,329.751.864-28,24,1999-11-21,"conjunto de ramos
coração de jesus
31979968 macedo / rj",RORAIMA
Dra. Antonella Cardoso,213.605.497-06,52,1972-05-13,"jardim de da paz, 74
gutierrez
55744-092 santos de goiás / am",PERNAMBUCO
Mariane Sales,026.479.315-34,36,1987-09-21,"campo de moreira, 44
mirtes
17730-494 abreu de pimenta / ce",BAHIA
Clarice Sá,741.560.923-99,41,1982-08-28,"sítio mariana dias, 224
são pedro
98460-771 vieira / ap",SERGIPE
Pedro Teixeira,078.943.625-65,51,1973-04-28,"viela de sampaio, 99
xodo-marize
32262-638 alves / ce",ACRE
Sr. Juan Novais,247.859.136-73,18,2006-07-03,"núcleo de sampaio, 9
milionario
30844-599 carvalho verde / ba",DISTRITO FEDERAL
Ester Nascimento,695.472.138-73,55,1968-12-31,"recanto gabriela lopes, 25
túnel de ibirité
52712930 cunha de goiás / sc",RIO DE JANEIRO
Elisa Sampaio,871.452.306-07,50,1973-09-13,"fazenda de das neves, 61
santa rita de cássia
43714-453 camargo / ro",MATO GROSSO DO SUL
Laura Martins,915.863.027-95,32,1992-01-11,"avenida oliver carvalho
são luiz
24933-657 cavalcanti / go",PERNAMBUCO
Zoe Oliveira,476.159.328-82,55,1968-11-22,"rua de da rocha, 26
são jorge 1ª seção
49330-503 vasconcelos do norte / rr",GOIÁS
Sra. Zoe Andrade,397.654.801-48,51,1973-02-07,"jardim lavínia da paz, 916
jardim vitoria
79887-684 campos do oeste / ce",PERNAMBUCO
Davi Lucca Mendonça,609.524.318-15,41,1983-04-24,"rua pedro monteiro, 85
vera cruz
08347-786 rios / es",PERNAMBUCO
Davi Siqueira,487.356.209-00,40,1984-04-08,"residencial guilherme jesus, 5
cônego pinheiro 2ª seção
30709064 silveira da praia / rj",PARÁ
Pedro Henrique Monteiro,520.413.786-62,37,1987-01-14,"loteamento cassiano, 941
conjunto novo dom bosco
12816-677 garcia / rn",AMAZONAS
Luiz Henrique Guerra,879.645.230-74,21,2002-10-03,"vale amanda novaes, 25
vila da amizade
68589-049 nascimento / pi",RIO DE JANEIRO
Luísa Guerra,854.107.269-01,47,1977-05-18,"lagoa de araújo, 510
alta tensão 1ª seção
24594053 freitas de vasconcelos / go",PIAUÍ
Gabriela Câmara,472.065.183-62,48,1975-11-06,"estrada de moura, 695
conjunto bonsucesso
47948-756 brito grande / rn",RORAIMA
Srta. Rebeca Brito,258.193.046-24,22,2002-08-05,"aeroporto igor leão, 45
vila nova cachoeirinha 1ª seção
16001878 abreu / pr",ALAGOAS
Theodoro Correia,761.524.039-52,34,1990-04-16,"condomínio da cunha, 31
vila santa rosa
80977-670 mendes / rn",GOIÁS
Benjamin Rodrigues,295.180.763-59,23,2001-08-07,"favela de macedo
vila união
81255630 monteiro de cassiano / rs",SANTA CATARINA
Dr. Bruno Duarte,645.197.832-91,30,1994-04-08,"área cirino, 71
barão homem de melo 2ª seção
31110-092 vieira / mt",PARÁ
Sr. Arthur Gabriel Da Paz,951.063.284-89,28,1995-08-17,"recanto de sales, 46
bandeirantes
48976-524 costa grande / mg",MINAS GERAIS
Manuella Vieira,084.539.726-56,53,1970-12-14,"travessa araújo, 63
frei leopoldo
69639-030 da mata / mg",RIO GRANDE DO NORTE
Maria Helena Sousa,492.507.163-70,39,1985-03-12,"trevo duarte, 3
chácara leonina
69707-286 freitas / ro",SANTA CATARINA
Ísis Melo,610.842.573-35,48,1975-12-10,"trecho de da conceição, 6
jardim américa
25299988 vieira dos dourados / al",CEARÁ
Maria Liz Dias,297.143.086-31,40,1983-12-27,"núcleo martins, 1
gameleira
41669-997 mendonça / pb",BAHIA
Dra. Sarah Silveira,037.492.516-06,21,2003-03-01,"viela abreu, 56
santa amelia
43485133 vasconcelos / ce",RIO GRANDE DO SUL
Carlos Eduardo Caldeira,356.041.792-99,18,2006-06-07,"estrada léo azevedo, 5
vila nova gameleira 1ª seção
97437-593 sousa / pb",PARAÍBA
Rodrigo Castro,736.521.984-09,53,1971-04-07,"aeroporto carlos eduardo da paz
parque são josé
34782286 freitas / es",MATO GROSSO DO SUL
Eloá Fogaça,389.724.605-83,20,2004-03-05,"colônia de da mota, 3
barão homem de melo 3ª seção
28886-796 pires / rr",RIO DE JANEIRO
Juliana Cassiano,287.095.146-94,42,1982-05-26,"conjunto evelyn nunes, 983
barão homem de melo 1ª seção
18048292 porto / mg",GOIÁS
Sra. Ágatha Pereira,178.059.264-76,26,1998-03-02,"feira matheus campos, 72
vila jardim montanhes
09424189 souza do oeste / ms",PARAÍBA
Daniel Melo,192.534.068-60,41,1982-11-18,"praça barros, 863
ouro minas
59188-243 costa da praia / pe",RIO GRANDE DO SUL
Raquel Da Mata,870.261.539-86,49,1975-08-14,"loteamento farias, 5
santo antônio
23614-147 silveira de moreira / mt",PARAÍBA
Sr. José Pedro Abreu,754.368.092-00,57,1967-04-03,"trecho clara alves, 4
conjunto floramar
46983-309 moraes / pe",RORAIMA
Maria Clara Montenegro,513.094.682-06,18,2005-11-22,"via de sousa, 75
alto caiçaras
97275-833 siqueira / df",PARANÁ
Srta. Lorena Da Rocha,526.918.037-59,33,1990-11-24,"sítio rafaela da luz
vila copasa
63548510 garcia / ro",MARANHÃO
Daniela Nogueira,097.213.854-41,53,1971-07-17,"vereda luiz miguel moura, 3
serra do curral
98101965 da rosa de farias / ro",RONDÔNIA
Caroline Alves,879.523.146-37,57,1967-01-19,"conjunto rodrigues, 19
novo santa cecilia
74875-580 nogueira do oeste / pb",RIO DE JANEIRO
Anthony Gabriel Guerra,530.682.479-00,31,1993-01-04,"trecho de costa, 842
jaqueline
27428855 duarte / mt",SÃO PAULO
Enzo Fonseca,594.032.617-06,21,2003-01-03,"fazenda de peixoto
marçola
89809-349 sampaio / mt",TOCANTINS
Ayla Pinto,936.270.518-40,48,1976-01-21,"largo fernando barbosa, 9
candelaria
66035000 da cruz de freitas / go",SANTA CATARINA
Sr. Noah Da Rosa,849.756.310-75,25,1999-03-16,"praça gustavo moura, 577
delta
14319-901 montenegro / se",PERNAMBUCO
Vitória Ribeiro,203.546.179-07,36,1988-07-31,"praça de gonçalves, 57
esperança
76615087 rezende / es",RONDÔNIA
Dra. Ana Carolina Oliveira,983.167.045-01,39,1985-03-28,"vila de teixeira, 82
trevo
53203782 da rocha da praia / ap",SÃO PAULO
Diogo Da Cruz,462.097.135-99,40,1984-05-29,"ladeira de sampaio, 77
custodinha
50913-746 barbosa / df",MATO GROSSO
Benicio Pinto,549.603.712-34,45,1979-01-21,"via de ribeiro, 57
novo das industrias
63050193 marques / pa",ACRE
Elisa Fernandes,216.785.439-00,46,1977-09-04,"ladeira otávio aragão
leonina
93461717 aragão da prata / mg",SÃO PAULO
Dra. Ágatha Da Cruz,531.624.789-28,19,2005-07-01,"lagoa de da rosa, 49
candelaria
22302165 farias verde / am",ACRE
Ana Laura Novais,042.875.639-56,52,1972-03-15,"condomínio nascimento, 16
vila madre gertrudes 1ª seção
23824-240 vargas / rj",RIO GRANDE DO SUL
Luna Cunha,807.435.296-00,39,1985-05-20,"largo de ribeiro
aparecida
43297767 albuquerque / pa",RONDÔNIA
Francisco Da Luz,145.076.938-10,21,2003-02-12,"largo teixeira, 8
aarão reis
22342-144 albuquerque de leão / ac",CEARÁ
Lorena Moraes,397.126.405-07,40,1984-07-05,"favela eduardo lopes, 36
mangueiras
34659654 ribeiro da praia / ce",AMAPÁ
Maria Julia Santos,043.187.259-79,50,1974-03-13,"quadra bruno rezende, 3
barão homem de melo 2ª seção
10239-333 cavalcante / al",SANTA CATARINA
Dom Caldeira,835.079.416-00,48,1976-05-06,"jardim andrade, 7
vila minaslandia
06143296 da conceição verde / pb",RIO DE JANEIRO
Catarina Casa Grande,762.458.093-47,48,1975-10-21,"pátio de viana, 994
coração de jesus
47569-392 melo / pr",PARANÁ
Leonardo Cavalcanti,083.745.629-00,50,1974-05-08,"área de guerra
vila mangueiras
82937302 melo da praia / ms",PIAUÍ
Júlia Carvalho,463.895.710-20,54,1970-05-23,"travessa ana julia cavalcanti, 41
europa
01817-956 alves / rs",MATO GROSSO DO SUL
Eduardo Montenegro,390.618.572-95,43,1980-12-22,"campo de nunes, 3
santa monica
33993845 monteiro / pi",TOCANTINS
Srta. Aylla Pinto,385.749.261-91,33,1990-10-01,"loteamento de garcia, 82
jardim do vale
71474-084 da mota / ro",PERNAMBUCO
Pietra Porto,309.285.641-42,58,1966-01-21,"favela camargo
alta tensão 1ª seção
52566-404 montenegro / rj",ACRE
Maria Flor Pires,485.379.120-50,27,1997-03-19,"estrada joão gabriel aparecida, 330
tirol
34300-474 alves do oeste / go",PARAÍBA
Luara Fernandes,416.079.325-80,46,1978-07-08,"parque de da paz, 7
vila engenho nogueira
14099-467 silveira / rr",CEARÁ
Alícia Rezende,183.756.902-95,45,1979-07-12,"morro felipe araújo, 83
pompéia
86121204 pires / sc",SANTA CATARINA
Gabriel Ramos,895.602.437-56,28,1996-07-23,Endereço não informado,Desconhecido
Nicolas Cavalcante,361.754.089-93,57,1966-10-29,"viaduto larissa siqueira, 935
santa lúcia
39853-878 das neves do amparo / ap",RORAIMA
Cecilia Pacheco,039.584.621-89,23,2000-08-28,"avenida enzo rocha, 16
vila da luz
03067-808 fernandes de minas / ap",PERNAMBUCO
Sophie Correia,856.137.904-93,36,1988-08-10,"lago brito, 664
vila real 2ª seção
96462236 rios / ce",TOCANTINS
Ísis Souza,643.085.219-98,31,1993-02-01,"passarela abreu, 56
vila primeiro de maio
47714-233 gonçalves do oeste / df",MATO GROSSO
